,drift,ms
25042,347,12
25043,4008,14
25044,2497,12
25045,1025,8
25046,683,12
25047,2823,65
25048,234,11
25049,3960,10
25050,3699,6
25051,548,9
25052,132,6
25053,14,7
25054,186,38
25055,45,13
25056,16,9
25057,2528,6
25058,1803,19
25059,95,6
25060,3044,31
25061,241,11
25062,5116,28
25063,438,8
25064,1213,6
25065,105,7
25066,142,7
25067,2389,12
25068,209,30
25069,2048,7
25070,300,7
25071,629,6
25072,238,9
25073,411,15
25074,821,24
25075,215,6
25076,2471,14
25077,211,11
25078,2369,10
25079,866,8
25080,665,6
25081,201,18
25082,127,18
25083,677,9
25084,604,12
25085,1165,32
25086,52,42
25087,73,283
25088,947,7
25089,1522,12
25090,334,26
25091,161,6
25092,414,10
25093,1051,38
25094,42,32
25095,210,41
25096,312,31
25097,168,18
25098,373,43
25099,41,43
25100,332,19
25101,615,8
25102,281,28
25103,968,30
25104,108,18
25105,1005,31
25106,5116,22
25107,434,54
25108,127,7
25109,219,20
25110,166,33
25111,2556,31
25112,113,19
25113,346,43
25114,41,20
25115,310,31
25116,203,11
25117,472,86
25118,622,350
25119,291,61
25120,130,22
25121,159,20
25122,778,92
25123,34,11
25124,38,20
25125,1079,12
25126,739,9
25127,393,13
25128,519,21
25129,122,20
25130,616,19
25131,145,32
25132,290,30
25133,183,30
25134,8228,15
25135,873,24
25136,605,14
25137,398,15
25138,2237,20
25139,2467,15
25140,249,15
25141,4316,31
25142,724,31
25143,120,43
25144,16,10
25145,937,6
25146,293,7
25147,457,47
25148,139,29
25149,1962,15
25150,1244,20
25151,266,45
25152,124,33
25153,1164,32
25154,164,31
25155,2731,30
25156,618,40
25157,120,31
25158,856,50
25159,90,30
25160,461,15
25161,847,6
25162,839,28
25163,289,9
25164,264,17
25165,251,29
25166,228,28
25167,295,12
25168,1176,15
25169,687,31
25170,126,29
25171,402,13
25172,549,32
25173,190,18
25174,799,47
25175,232,18
25176,216,15
25177,336,14
25178,134,49
25179,69,32
25180,491,16
25181,359,12
25182,481,33
25183,607,26
25184,774,34
25185,151,20
25186,372,17
25187,375,31
25188,261,28
25189,257,32
25190,316,37
25191,589,32
25192,132,21
25193,779,21
25194,517,30
25195,358,16
25196,542,99
25197,411,102
25198,14,10
25199,58,375
25200,57,69
25201,56,40
25202,38,29
25203,211,28
25204,225,23
25205,389,15
25206,1076,25
25207,183,15
25208,921,100
25209,15,18
25210,201,27
25211,203,28
25212,252,13
25213,182,10
25214,362,11
25215,203,28
25216,496,17
25217,65,18
25218,65,16
25219,116,15
25220,158,16
25221,131,46
25222,123,20
25223,77,18
25224,100,9
25225,171,18
25226,93,18
25227,153,15
25228,161,17
25229,132,16
25230,90,19
25231,70,20
25232,192,17
25233,167,11
25234,183,18
25235,85,32
25236,43,17
25237,138,16
25238,98,8
25239,402,9
25240,86,17
25241,123,36
25242,112,14
25243,471,19
25244,401,17
25245,117,22
25246,97,19
25247,49,19
25248,129,18
25249,102,20
25250,48,24
25251,441,11
25252,32,18
25253,16,23
25254,155,44
25255,74,57
25256,243,15
25257,22,8
25258,278,46
25259,262,35
25260,661,32
25261,631,24
25262,1527,7
25263,1260,14
25264,818,6
25265,218,31
25266,1721,33
25267,171,33
25268,926,15
25269,478,30
25270,208,31
25271,431,14
25272,808,20
25273,455,8
25274,161,20
25275,335,31
25276,89,6
25277,692,19
25278,259,32
25279,315,33
25280,179,32
25281,416,28
25282,210,19
25283,19,9
25284,234,19
25285,69,9
25286,109,30
25287,542,16
25288,462,18
25289,414,20
25290,258,32
25291,1125,11
25292,1247,17
25293,284,39
25294,521,23
25295,79,34
25296,508,7
25297,2673,32
25298,2614,54
25299,17,31
25300,4752,106
25301,305,72
25302,1351,22
25303,157,132
25304,74,46
25305,80,57
25306,1695,9
25307,376,20
25308,2013,66
25309,138,32
25310,229,44
25311,1246,265
25312,134,30
25313,14,17
25314,107,21
25315,75,43
25316,118,20
25317,783,73
25318,385,22
25319,265,18
25320,1193,44
25321,16,58
25322,252,21
25323,111,45
25324,287,57
25325,84,36
25326,345,58
25327,126,37
25328,99,21
25329,416,46
25330,656,43
25331,338,89
25332,140,32
25333,171,12
25334,175,103
25335,21,8
25336,37,20
25337,139,18
25338,342,8
25339,1197,13
25340,793,32
25341,88,22
25342,60,150
25343,14,11
25344,171,31
25345,525,29
25346,243,14
25347,1272,15
25348,434,81
25349,48,30
25350,682,119
25351,413,20
25352,295,32
25353,204,19
25354,778,76
25355,62,21
25356,539,45
25357,147,42
25358,749,55
25359,436,30
25360,476,18
25361,248,32
25362,567,32
25363,164,11
25364,720,31
25365,213,9
25366,216,29
25367,674,29
25368,370,20
25369,105,17
25370,425,6
25371,840,32
25372,518,14
25373,173,7
25374,886,32
25375,156,17
25376,341,20
25377,138,12
25378,347,11
25379,483,67
25380,154,19
25381,170,20
25382,310,18
25383,745,20
25384,72,21
25385,63,33
25386,672,32
25387,1211,46
25388,105,20
25389,287,24
25390,497,20
25391,362,26
25392,243,17
25393,603,23
25394,339,15
25395,785,20
25396,89,6
25397,1605,49
25398,67,37
25399,530,33
25400,97,21
25401,322,57
25402,975,22
25403,127,23
25404,685,16
25405,364,7
25406,63,71
25407,176,29
25408,449,19
25409,224,14
25410,153,17
25411,24,43
25412,99,19
25413,115,12
25414,197,47
25415,76,66
25416,95,56
25417,225,89
25418,161,20
25419,145,82
25420,131,25
25421,116,71
25422,61,37
25423,528,62
25424,17,36
25425,146,7
25426,14,33
25427,97,18
25428,2840,12
25429,114,20
25430,2390,50
25431,112,44
25432,286,19
25433,589,20
25434,618,41
25435,1466,19
25436,992,40
25437,150,19
25438,1243,47
25439,748,49
25440,344,18
25441,982,44
25442,766,9
25443,509,33
25444,1634,32
25445,2826,53
25446,385,50
25447,268,44
25448,539,45
25449,223,20
25450,805,11
25451,528,6
25452,150,17
25453,980,45
25454,166,20
25455,1023,33
25456,905,47
25457,466,8
25458,310,8
25459,121,8
25460,1121,8
25461,2627,133
25462,15,35
25463,344,9
25464,136,26
25465,100,24
25466,172,46
25467,6102,34
25468,599,18
25469,178,28
25470,3684,31
25471,1367,67
25472,16,21
25473,429,17
25474,390,18
25475,145,10
25476,1068,30
25477,1535,9
25478,700,69
25479,251,19
25480,1346,20
25481,239,20
25482,826,33
25483,546,44
25484,2151,97
25485,63,31
25486,1004,31
25487,217,35
25488,864,69
25489,67,23
25490,1046,46
25491,148,34
25492,1347,73
25493,124,31
25494,433,90
25495,6565,20
25496,313,21
25497,143,18
25498,1087,30
25499,1787,31
25500,1084,11
25501,475,43
25502,85,30
25503,846,13
25504,1623,16
25505,1112,8
25506,235,23
25507,118,20
25508,1260,22
25509,130,17
25510,36,13
25511,647,20
25512,431,24
25513,277,21
25514,32,21
25515,191,19
25516,570,20
25517,340,12
25518,508,20
25519,246,22
25520,446,14
25521,875,16
25522,246,42
25523,47,33
25524,224,19
25525,923,16
25526,2287,21
25527,132,21
25528,1068,24
25529,127,20
25530,661,18
25531,317,12
25532,264,25
25533,444,23
25534,150,19
25535,191,15
25536,281,20
25537,266,30
25538,321,15
25539,215,43
25540,191,20
25541,2468,10
25542,178,22
25543,61,23
25544,223,17
25545,322,19
25546,279,19
25547,5080,22
25548,19582,14
25549,1997,13
25550,169,59
25551,53,8
25552,290,18
25553,4170,18
25554,20,13
25555,2539,19
25556,4587,18
25557,205,20
25558,5086,35
25559,3721,35
25560,646,51
25561,263,31
25562,1888,20
25563,459,30
25564,236,9
25565,79,9
25566,1724,10
25567,56,10
25568,1464,44
25569,1416,7
25570,837,8
25571,724,37
25572,756,9
25573,522,44
25574,3110,36
25575,1600,41
25576,18,22
25577,1030,28
25578,1082,32
25579,1298,37
25580,1192,7
25581,63,10
25582,174,7
25583,351,26
25584,1159,42
25585,669,9
25586,277,159
25587,295,15
25588,546,23
25589,891,29
25590,167,6
25591,1200,45
25592,897,14
25593,1551,7
25594,2310,21
25595,245,23
25596,2276,19
25597,243,16
25598,234,26
25599,61,14
25600,664,15
25601,1057,14
25602,395,22
25603,350,13
25604,459,11
25605,776,33
25606,180,9
25607,27,16
25608,279,30
25609,653,6
25610,361,7
25611,116,7
25612,17,37
25613,226,12
25614,955,8
25615,1936,8
25616,18,28
25617,25401,7
25618,174,12
25619,2456,15
25620,289,23
25621,7977,9
25622,1676,22
25623,326,30
25624,710,7
25625,35,22
25626,848,18
25627,373,8
25628,3252,12
25629,2548,17
25630,1654,23
25631,392,11
25632,19,23
25633,412,15
25634,897,17
25635,142,118
25636,150,15
25637,56,81
25638,531,16
25639,745,10
25640,224,6
25641,1931,22
25642,884,97
25643,76,8
25644,407,17
25645,294,11
25646,1663,8
25647,1664,7
25648,590,11
25649,400,30
25650,234,18
25651,919,18
25652,247,9
25653,329,15
25654,261,14
25655,609,39
25656,218,7
25657,438,12
25658,598,12
25659,338,13
25660,382,9
25661,439,14
25662,425,16
25663,550,27
25664,291,19
25665,184,34
25666,396,6
25667,356,12
25668,468,7
25669,349,14
25670,325,17
25671,428,16
25672,242,15
25673,197,14
25674,1262,14
25675,523,18
25676,299,31
25677,250,10
25678,1536,62
25679,407,14
25680,186,16
25681,1457,31
25682,1322,31
25683,1100,18
25684,354,47
25685,171,32
25686,1282,17
25687,2856,25
25688,120,13
25689,1123,11
25690,1877,74
25691,2305,10
25692,479,11
25693,111,41
25694,1735,36
25695,16,7
25696,3190,26
25697,378,58
25698,83,47
25699,228,19
25700,512,226
25701,51,44
25702,758,65
25703,67,43
25704,317,24
25705,286,55
25706,55,59
25707,17,7
25708,634,31
25709,41,27
25710,3821,14
25711,1821,15
25712,2340,15
25713,338,8
25714,146,17
25715,895,9
25716,53,69
25717,66,11
25718,37,11
25719,1304,10
25720,665,10
25721,759,12
25722,21,91
25723,193,20
25724,40,8
25725,34,6
25726,50,31
25727,147,9
25728,82,15
25729,143,13
25730,614,15
25731,127,12
25732,1441,7
25733,1176,15
25734,1569,11
25735,53,9
25736,1383,20
25737,14,6
25738,70,21
25739,685,49
25740,514,18
25741,155,19
25742,675,16
25743,290,31
25744,525,19
25745,130,18
25746,473,46
25747,163,44
25748,500,49
25749,843,32
25750,175,17
25751,859,18
25752,872,19
25753,268,17
25754,252,16
25755,916,19
25756,167,18
25757,284,12
25758,532,11
25759,132,33
25760,323,27
25761,1125,68
25762,70,43
25763,263,21
25764,193,32
25765,513,19
25766,466,20
25767,550,20
25768,117,21
25769,152,18
25770,450,18
25771,524,26
25772,70,12
25773,790,19
25774,219,28
25775,343,28
25776,1178,14
25777,53,54
25778,41,7
25779,32,14
25780,170,28
25781,1406,80
25782,158,21
25783,480,31
25784,334,19
25785,64,14
25786,20,12
25787,745,26
25788,411,16
25789,587,29
25790,190,30
25791,771,11
25792,833,17
25793,711,18
25794,228,30
25795,740,16
25796,336,17
25797,211,30
25798,102,18
25799,187,16
25800,2023,30
25801,121,37
25802,15,8
25803,99,32
25804,22,49
25805,19,9
25806,95,8
25807,91,35
25808,145,22
25809,237,18
25810,637,31
25811,539,29
25812,390,17
25813,546,31
25814,173,29
25815,272,29
25816,215,27
25817,222,32
25818,503,28
25819,427,14
25820,211,31
25821,326,15
25822,219,14
25823,328,6
25824,424,14
25825,179,43
25826,87,14
25827,402,29
25828,157,16
25829,469,17
25830,133,30
25831,101,17
25832,390,9
25833,451,26
25834,202,13
25835,187,29
25836,104,31
25837,136,28
25838,239,16
25839,166,15
25840,350,13
25841,205,17
25842,169,18
25843,591,8
25844,168,10
25845,333,12
25846,166,9
25847,161,13
25848,251,12
25849,229,10
25850,156,14
25851,175,14
25852,147,12
25853,17,26
25854,215,25
25855,122,27
25856,78,27
25857,102,12
25858,191,12
25859,172,17
25860,157,12
25861,218,10
25862,362,28
25863,617,7
25864,275,34
25865,748,39
25866,98,21
25867,1242,32
25868,499,23
25869,55,22
25870,181,32
25871,105,238
25872,2516,32
25873,244,32
25874,90,21
25875,1536,10
25876,165,184
25877,830,21
25878,138,34
25879,1985,35
25880,830,30
25881,590,47
25882,593,36
25883,2566,34
25884,430,35
25885,2485,21
25886,325,48
25887,1607,31
25888,1657,45
25889,763,45
25890,552,16
25891,165,14
25892,421,34
25893,103,22
25894,105,21
25895,437,18
25896,113,35
25897,81,23
25898,147,17
25899,454,97
25900,354,29
25901,136,23
25902,99,33
25903,435,30
25904,151,47
25905,220,17
25906,553,49
25907,82,20
25908,331,37
25909,24,44
25910,299,13
25911,163,18
25912,323,8
25913,77,22
25914,271,36
25915,1238,28
25916,230,17
25917,687,43
25918,270,20
25919,143,19
25920,127,17
25921,31,19
25922,90,19
25923,534,32
25924,137,14
25925,481,18
25926,589,15
25927,200,44
25928,305,15
25929,183,43
25930,994,27
25931,1233,17
25932,76,15
25933,120,17
25934,68,15
25935,189,35
25936,78,47
25937,131,8
25938,423,33
25939,173,15
25940,213,37
25941,139,35
25942,57,19
25943,268,34
25944,37,207
25945,448,18
25946,35,25
25947,23,30
25948,56,11
25949,60,9
25950,2004,34
25951,2290,15
25952,154,42
25953,30,22
25954,408,128
25955,136,12
25956,81,14
25957,305,79
25958,16,8
25959,15,22
25960,77,15
25961,3151,230
25962,1180,18
25963,152,27
25964,1048,31
25965,67,28
25966,114,13
25967,1405,7
25968,1631,10
25969,21,42
25970,52,16
25971,47,30
25972,1203,112
25973,84,13
25974,1166,24
25975,23,17
25976,216,34
25977,476,105
25978,286,13
25979,161,12
25980,84,6
25981,1096,13
25982,178,65
25983,559,35
25984,34,15
25985,55,37
25986,164,41
25987,15,17
25988,312,20
25989,1881,16
25990,715,99
25991,770,74
25992,85,14
25993,519,162
25994,23,9
25995,110,22
25996,239,15
25997,76,74
25998,213,75
25999,184,158
26000,74,109
26001,430,11
26002,1378,17
26003,276,16
26004,97,145
26005,326,81
26006,398,32
26007,135,19
26008,391,43
26009,741,84
26010,68,7
26011,421,20
26012,21,15
26013,35,8
26014,115,38
26015,1444,33
26016,172,22
26017,1440,73
26018,26,35
26019,362,54
26020,798,17
26021,754,127
26022,1812,22
26023,1506,17
26024,31,150
26025,36,8
26026,144,9
26027,18,150
26028,67,28
26029,927,21
26030,403,34
26031,50,35
26032,87,18
26033,19,72
26034,19,127
26035,22,119
26036,26,7
26037,120,32
26038,464,22
26039,241,41
26040,359,16
26041,19,11
26042,96,44
26043,86,32
26044,224,27
26045,383,48
26046,104,20
26047,605,11
26048,373,14
26049,631,20
26050,319,18
26051,168,41
26052,443,20
26053,461,18
26054,116,24
26055,143,31
26056,294,23
26057,168,18
26058,549,17
26059,148,38
26060,1296,23
26061,140,21
26062,663,13
26063,231,20
26064,326,70
26065,195,21
26066,608,53
26067,125,17
26068,450,29
26069,187,21
26070,520,21
26071,363,114
26072,26,42
26073,46,6
26074,1348,35
26075,1222,30
26076,606,33
26077,160,21
26078,206,24
26079,185,20
26080,429,18
26081,333,16
26082,20,62
26083,98,23
26084,224,23
26085,197,37
26086,193,21
26087,263,12
26088,521,20
26089,277,36
26090,676,22
26091,109,26
26092,82,74
26093,80,31
26094,440,20
26095,1125,33
26096,731,20
26097,163,22
26098,1579,26
26099,878,21
26100,457,31
26101,118,30
26102,247,18
26103,207,30
26104,392,19
26105,718,21
26106,305,33
26107,44,8
26108,115,25
26109,428,21
26110,79,53
26111,96,31
26112,65,31
26113,128,24
26114,136,21
26115,645,33
26116,210,18
26117,288,18
26118,132,69
26119,39,33
26120,109,28
26121,62,42
26122,186,24
26123,279,19
26124,133,33
26125,232,22
26126,424,6
26127,477,7
26128,186,14
26129,1055,13
26130,268,33
26131,169,15
26132,862,15
26133,410,15
26134,306,9
26135,318,32
26136,171,31
26137,349,9
26138,342,32
26139,162,30
26140,536,32
26141,486,15
26142,501,12
26143,471,10
26144,931,11
26145,475,14
26146,497,14
26147,1420,29
26148,25,19
26149,110,30
26150,56,53
26151,33,31
26152,562,11
26153,220,15
26154,262,12
26155,414,14
26156,773,44
26157,72,32
26158,844,19
26159,158,28
26160,403,28
26161,273,32
26162,227,28
26163,278,28
26164,219,17
26165,84,16
26166,170,17
26167,411,17
26168,342,16
26169,522,13
26170,314,90
26171,322,20
26172,640,14
26173,332,8
26174,302,12
26175,585,17
26176,1051,31
26177,253,14
26178,184,100
26179,115,111
26180,74,21
26181,858,31
26182,1815,48
26183,230,73
26184,50,82
26185,164,24
26186,4032,30
26187,2664,36
26188,381,44
26189,1169,29
26190,4656,30
26191,3268,32
26192,1223,33
26193,3027,31
26194,614,20
26195,539,13
26196,666,15
26197,383,10
26198,418,19
26199,894,7
26200,1002,12
26201,2925,140
26202,22,21
26203,470,18
26204,581,27
26205,569,20
26206,2369,13
26207,534,28
26208,357,11
26209,393,13
26210,228,14
26211,815,62
26212,184,11
26213,124,15
26214,443,20
26215,586,15
26216,403,34
26217,295,31
26218,469,12
26219,1460,14
26220,44,8
26221,545,7
26222,607,16
26223,1313,28
26224,275,15
26225,1360,45
26226,374,55
26227,268,33
26228,424,18
26229,371,36
26230,476,26
26231,39,46
26232,105,46
26233,188,17
26234,742,55
26235,412,47
26236,38,11
26237,41,14
26238,821,42
26239,736,23
26240,1097,48
26241,382,31
26242,356,35
26243,141,6
26244,159,30
26245,915,8
26246,790,36
26247,167,36
26248,988,34
26249,428,35
26250,319,34
26251,321,33
26252,406,34
26253,805,30
26254,99,31
26255,370,46
26256,360,46
26257,174,50
26258,656,135
26259,1501,18
26260,161,7
26261,41,71
26262,121,19
26263,257,27
26264,304,10
26265,147,25
26266,58,7
26267,508,10
26268,400,14
26269,347,29
26270,415,31
26271,161,28
26272,565,10
26273,1767,14
26274,348,18
26275,422,32
26276,350,18
26277,340,30
26278,359,55
26279,132,20
26280,1321,43
26281,318,30
26282,1203,30
26283,972,122
26284,80,27
26285,271,33
26286,340,35
26287,253,20
26288,376,27
26289,220,34
26290,207,34
26291,202,31
26292,389,57
26293,492,43
26294,109,20
26295,101,19
26296,986,29
26297,696,11
26298,221,34
26299,407,32
26300,1444,20
26301,295,63
26302,107,34
26303,427,31
26304,445,33
26305,111,19
26306,398,24
26307,466,30
26308,116,3
26309,586,9
26310,1077,7
26311,675,9
26312,1912,13
26313,391,25
26314,1036,9
26315,1839,11
26316,692,29
26317,1345,10
26318,646,17
26319,256,28
26320,872,26
26321,453,7
26322,3045,12
26323,353,7
26324,1336,14
26325,937,8
26326,5400,21
26327,23,6
26328,33,46
26329,87,29
26330,34,29
26331,33,24
26332,1529,15
26333,1230,20
26334,28,18
26335,107,20
26336,116,38
26337,601,16
26338,272,9
26339,2255,67
26340,172,9
26341,905,13
26342,443,12
26343,754,36
26344,343,12
26345,600,9
26346,257,32
26347,1017,15
26348,134,15
26349,263,11
26350,80,94
26351,54,58
26352,3996,16
26353,43,20
26354,348,14
26355,520,23
26356,15,13
26357,146,15
26358,162,9
26359,239,7
26360,280,7
26361,2984,16
26362,210,10
26363,644,16
26364,357,21
26365,1210,25
26366,189,17
26367,850,11
26368,125,6
26369,162,15
26370,1366,13
26371,408,11
26372,326,16
26373,457,8
26374,19,20
26375,325,14
26376,236,12
26377,210,7
26378,574,16
26379,334,12
26380,238,21
26381,214,9
26382,607,11
26383,410,13
26384,306,15
26385,1591,16
26386,888,9
26387,376,17
26388,984,16
26389,544,23
26390,90,16
26391,483,14
26392,1005,30
26393,1726,17
26394,1412,12
26395,513,19
26396,495,20
26397,204,18
26398,200,6
26399,207,20
26400,110,19
26401,317,14
26402,850,21
26403,318,17
26404,877,19
26405,542,14
26406,316,16
26407,1239,41
26408,4226,32
26409,4702,20
26410,184,19
26411,4165,56
26412,27,43
26413,6108,22
26414,1697,76
26415,3896,42
26416,2267,78
26417,638,15
26418,2221,38
26419,102,39
26420,1120,37
26421,742,20
26422,1488,7
26423,466,55
26424,201,22
26425,995,31
26426,1263,20
26427,54,46
26428,47,46
26429,699,22
26430,140,21
26431,2738,28
26432,282,19
26433,781,43
26434,81,21
26435,567,30
26436,98,138
26437,72,37
26438,99,80
26439,2243,16
26440,986,15
26441,311,7
26442,501,15
26443,815,19
26444,163,13
26445,835,11
26446,223,6
26447,1236,261
26448,22,40
26449,61,10
26450,746,12
26451,585,18
26452,811,11
26453,740,21
26454,151,17
26455,1069,18
26456,1377,29
26457,219,294
26458,15,9
26459,18,8
26460,79,15
26461,15,12
26462,528,32
26463,415,6
26464,1056,6
26465,489,12
26466,3288,12
26467,417,18
26468,138,18
26469,819,14
26470,251,12
26471,877,12
26472,1244,10
26473,955,193
26474,174,29
26475,1608,33
26476,1108,17
26477,516,32
26478,1404,29
26479,449,32
26480,209,31
26481,123,19
26482,488,29
26483,1092,30
26484,912,14
26485,807,33
26486,441,34
26487,442,25
26488,367,33
26489,765,31
26490,1277,32
26491,1555,32
26492,654,33
26493,96,33
26494,467,31
26495,172,34
26496,842,20
26497,306,34
26498,510,32
26499,203,33
26500,697,10
26501,625,17
26502,676,30
26503,1653,45
26504,958,13
26505,220,32
26506,367,32
26507,72,10
26508,509,56
26509,1644,9
26510,2612,9
26511,842,14
26512,557,29
26513,104,49
26514,3834,28
26515,215,19
26516,563,13
26517,126,93
26518,2281,17
26519,1338,6
26520,428,30
26521,318,41
26522,150,46
26523,1237,32
26524,1040,11
26525,280,34
26526,1393,7
26527,1418,7
26528,1127,13
26529,774,31
26530,297,45
26531,349,14
26532,1167,31
26533,342,44
26534,214,45
26535,331,35
26536,249,32
26537,933,48
26538,239,31
26539,485,76
26540,32,13
26541,120,16
26542,724,31
26543,1011,48
26544,276,35
26545,436,37
26546,1860,7
26547,191,8
26548,251,28
26549,510,30
26550,202,29
26551,889,37
26552,281,29
26553,475,28
26554,484,50
26555,391,47
26556,381,44
26557,573,24
26558,467,45
26559,932,10
26560,659,99
26561,182,16
26562,697,32
26563,479,36
26564,44,6
26565,811,56
26566,339,44
26567,525,42
26568,528,39
26569,2454,37
26570,466,28
26571,390,27
26572,303,27
26573,419,25
26574,261,18
26575,194,20
26576,422,30
26577,187,19
26578,329,42
26579,622,20
26580,414,19
26581,237,28
26582,583,30
26583,966,13
26584,245,15
26585,322,30
26586,322,21
26587,225,22
26588,16,6
26589,165,18
26590,770,6
26591,279,23
26592,300,43
26593,204,23
26594,444,21
26595,96,20
26596,309,27
26597,298,13
26598,249,20
26599,985,33
26600,300,19
26601,351,27
26602,513,98
26603,144,84
26604,15,8
26605,104,46
26606,299,28
26607,474,15
26608,489,13
26609,95,6
26610,128,28
26611,408,28
26612,280,29
26613,225,31
26614,997,29
26615,212,15
26616,231,30
26617,522,21
26618,140,22
26619,451,14
26620,462,28
26621,642,19
26622,105,31
26623,262,29
26624,601,11
26625,404,31
26626,338,14
26627,613,16
26628,529,32
26629,259,16
26630,958,6
26631,733,44
26632,1878,20
26633,757,36
26634,39,14
26635,49,15
26636,132,16
26637,1764,28
26638,452,8
26639,18,34
26640,1559,30
26641,1428,46
26642,221,24
26643,153,10
26644,27,6
26645,57,6
26646,270,45
26647,1120,28
26648,1028,29
26649,139,34
26650,173,9
26651,157,8
26652,107,7
26653,266,7
26654,22,6
26655,22,50
26656,547,31
26657,52,12
26658,213,29
26659,653,16
26660,418,12
26661,962,13
26662,385,48
26663,163,31
26664,448,7
26665,161,12
26666,172,25
26667,25,12
26668,15,7
26669,196,44
26670,401,7
26671,433,6
26672,399,29
26673,1106,22
26674,1740,28
26675,733,251
26676,43,70
26677,508,24
26678,2113,14
26679,424,25
26680,367,155
26681,169,28
26682,717,39
26683,119,26
26684,599,59
26685,28,58
26686,196,24
26687,215,159
26688,123,23
26689,1186,21
26690,205,20
26691,241,167
26692,106,7
26693,24,11
26694,26,28
26695,63,92
26696,83,57
26697,730,36
26698,7914,190
26699,404,28
26700,341,24
26701,644,19
26702,284,78
26703,96,36
26704,208,6
26705,251,21
26706,445,25
26707,181,28
26708,642,24
26709,1839,28
26710,565,13
26711,253,6
26712,8532,13
26713,236,10
26714,1591,9
26715,4366,12
26716,896,16
26717,1511,53
26718,3274,6
26719,85,23
26720,2202,22
26721,160,20
26722,1958,42
26723,212,13
26724,441,22
26725,47,42
26726,81,22
26727,966,22
26728,97,22
26729,1147,21
26730,89,22
26731,1504,45
26732,46,32
26733,345,21
26734,84,22
26735,600,23
26736,276,18
26737,334,21
26738,34,84
26739,28,95
26740,2185,22
26741,164,21
26742,252,23
26743,176,22
26744,513,74
26745,106,23
26746,124,55
26747,583,7
26748,783,29
26749,496,19
26750,120,21
26751,457,19
26752,199,27
26753,1724,87
26754,17,42
26755,185,33
26756,4775,33
26757,411,36
26758,1516,32
26759,104,21
26760,109,46
26761,1131,34
26762,130,35
26763,2267,36
26764,1249,26
26765,1858,10
26766,399,31
26767,186,29
26768,1820,44
26769,575,58
26770,935,25
26771,1966,45
26772,79,32
26773,505,70
26774,94,34
26775,149,31
26776,247,38
26777,1234,36
26778,176,33
26779,676,35
26780,339,37
26781,460,42
26782,129,37
26783,457,22
26784,176,33
26785,926,10
26786,18,18
26787,39,7
26788,1912,36
26789,1894,36
26790,1112,32
26791,4855,33
26792,2858,20
26793,1902,85
26794,31,11
26795,82,30
26796,101,31
26797,400,7
26798,152,9
26799,1114,30
26800,859,20
26801,206,31
26802,130,10
26803,1201,9
26804,450,32
26805,921,32
26806,2127,32
26807,205,47
26808,29,48
26809,210,30
26810,1229,18
26811,259,28
26812,715,35
26813,112,31
26814,615,31
26815,355,29
26816,202,28
26817,684,24
26818,1096,31
26819,190,32
26820,214,30
26821,33,8
26822,184,25
26823,2405,27
26824,304,21
26825,180,31
26826,335,30
26827,443,17
26828,691,32
26829,192,31
26830,589,23
26831,281,32
26832,27,9
26833,144,28
26834,743,16
26835,439,14
26836,236,17
26837,133,31
26838,176,17
26839,255,7
26840,272,42
26841,14,24
26842,81,19
26843,357,32
26844,203,18
26845,1190,18
26846,351,10
26847,1444,8
26848,25,29
26849,77,8
26850,19,33
26851,140,16
26852,609,10
26853,553,13
26854,175,32
26855,366,33
26856,2132,15
26857,287,8
26858,35,33
26859,25,14
26860,278,10
26861,493,7
26862,98,44
26863,516,20
26864,491,49
26865,544,31
26866,1068,42
26867,1431,21
26868,1450,58
26869,904,46
26870,132,22
26871,1004,34
26872,376,21
26873,1376,45
26874,171,33
26875,357,30
26876,36,10
26877,1393,33
26878,409,7
26879,783,19
26880,1137,20
26881,349,22
26882,354,21
26883,1095,18
26884,1082,44
26885,1899,18
26886,1099,32
26887,1159,19
26888,1237,22
26889,83,24
26890,2527,43
26891,120,17
26892,1573,21
26893,123,19
26894,740,37
26895,668,21
26896,218,32
26897,5550,45
26898,93,30
26899,349,43
26900,4120,18
26901,43,32
26902,78,21
26903,3125,6
26904,2597,30
26905,180,12
26906,239,37
26907,31,199
26908,513,49
26909,268,16
26910,476,10
26911,199,16
26912,587,29
26913,387,19
26914,510,95
26915,62,43
26916,26,12
26917,21,30
26918,18,117
26919,243,29
26920,41,26
26921,31,6
26922,23,30
26923,16,9
26924,18,12
26925,19,9
26926,18,11
26927,14,12
26928,32,8
26929,40,31
26930,14,7
26931,48,31
26932,102,19
26933,175,16
26934,300,27
26935,18,13
26936,155,18
26937,245,30
26938,326,17
26939,117,32
26940,20,310
26941,1599,42
26942,201,13
26943,24,40
26944,1410,12
26945,240,29
26946,527,15
26947,1231,15
26948,198,32
26949,253,16
26950,912,42
26951,201,28
26952,475,28
26953,235,32
26954,325,32
26955,185,22
26956,354,18
26957,254,34
26958,497,18
26959,208,33
26960,572,33
26961,190,21
26962,544,32
26963,511,33
26964,121,33
26965,458,34
26966,249,35
26967,250,27
26968,358,32
26969,54,36
26970,99,35
26971,553,33
26972,142,20
26973,235,35
26974,326,14
26975,450,34
26976,163,109
26977,44,84
26978,44,22
26979,1383,10
26980,23,8
26981,46,70
26982,29,32
26983,65,6
26984,375,6
26985,433,7
26986,331,27
26987,1469,33
26988,1210,6
26989,1074,18
26990,809,42
26991,1138,18
26992,2209,21
26993,1362,9
